,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
651,651,/players/c/cableba01.html,Barney Cable,1959,1964,F,Bradley,6-7,175.0,"July 29, 1935",0.42,362.0,6.6,0.665,2.8,6.7,1.0,1.4,,,,,,,,,,,,,,,
653,653,/players/c/cacokde01.html,Devontae Cacok,2020,2021,F,UNC Wilmington,6-7,240.0,"October 8, 1996",0.571,21.0,2.1,0.455,1.0,1.7,0.2,0.5,0.0,0.0,,0.571,0.639,129.0,12.3,0.592,5.0,7.9,2.2,3.8,0.0,0.0,1.0
654,654,/players/c/caffeja01.html,Jason Caffey,1996,2003,F,Alabama,6-8,255.0,"June 12, 1973",0.481,462.0,7.3,0.637,2.8,5.7,1.8,2.8,0.0,0.0,0.0,0.481,0.509,119.0,10.4,0.578,4.1,8.1,2.2,3.8,0.0,0.2,0.222
655,655,/players/c/cagemi01.html,Michael Cage,1985,2000,F-C,San Diego State,6-9,224.0,"January 28, 1962",0.515,1140.0,7.3,0.664,2.9,5.7,1.4,2.2,0.0,0.0,0.0,0.515,0.548,112.0,16.5,0.732,6.1,11.1,4.4,6.0,,,
656,656,/players/c/calabge01.html,Gerry Calabrese,1951,1952,G,St. John's,6-1,175.0,"February 4, 1925",0.348,104.0,4.7,0.702,1.7,4.9,1.3,1.8,,,,,,,,,,,,,,,
657,657,/players/c/calatni01.html,Nick Calathes,2014,2015,G,Florida,6-6,213.0,"February 7, 1989",0.441,129.0,4.6,0.581,1.9,4.3,0.5,0.9,0.2,0.8,0.288,0.468,0.455,72.0,16.3,0.715,5.3,11.6,3.9,5.4,1.8,4.8,0.38
659,659,/players/c/caldwad01.html,Adrian Caldwell,1990,1998,F-C,"SMU, Lamar",6-8,265.0,"July 4, 1966",0.485,197.0,2.0,0.453,0.8,1.7,0.3,0.7,0.0,0.0,0.0,0.485,0.556,54.0,8.2,0.428,3.2,5.8,1.8,4.1,0.0,0.0,
660,660,/players/c/caldwji01.html,Jim Caldwell,1968,1969,C,Georgia Tech,6-10,240.0,"January 28, 1943",0.425,137.0,7.1,0.631,2.8,6.7,1.4,2.2,0.0,0.1,0.133,0.426,,,,,,,,,,,
661,661,/players/c/caldwjo01.html,Joe Caldwell,1965,1975,F-G,Arizona State,6-5,195.0,"November 1, 1941",0.466,782.0,16.1,0.572,6.8,14.5,2.6,4.5,0.1,0.3,0.225,0.467,0.458,83.0,18.3,0.637,7.4,16.1,3.5,5.5,,,
662,662,/players/c/caldwke01.html,Kentavious Caldwell-Pope,2014,2022,G,Georgia,6-5,204.0,"February 18, 1993",0.419,614.0,11.4,0.803,4.1,9.7,1.6,2.0,1.7,4.6,0.356,0.504,0.415,64.0,15.8,0.752,5.3,12.7,2.9,3.9,2.3,6.9,0.339
663,663,/players/c/calhobi01.html,Bill Calhoun,1949,1955,F-G,City College of San Francisco,6-3,180.0,"November 4, 1927",0.341,442.0,7.8,0.702,2.6,7.8,2.5,3.5,,,,,,,,,,,,,,,
664,664,/players/c/calhoco01.html,Corky Calhoun,1973,1980,F,Penn,6-7,210.0,"November 1, 1950",0.46,542.0,5.3,0.782,2.2,4.8,0.9,1.2,0.0,0.0,,0.46,0.474,84.0,12.7,0.759,4.6,9.8,3.4,4.5,,,
665,665,/players/c/calipde01.html,Demetrius Calip,1992,1992,G,Michigan,6-1,165.0,"November 18, 1969",0.222,7.0,1.6,0.667,0.6,2.6,0.3,0.4,0.1,0.7,0.2,0.25,0.461,96.0,9.6,0.724,3.5,7.7,1.5,2.1,1.0,2.5,0.398
666,666,/players/c/callato01.html,Tom Callahan,1947,1947,G,Rockhurst University,6-1,180.0,"June 2, 1921",0.207,13.0,1.3,0.417,0.5,2.2,0.4,0.9,,,,,,,,,,,,,,,
667,667,/players/c/callori01.html,Rick Calloway,1991,1991,F,"Indiana, Kansas",6-6,180.0,"December 12, 1966",0.391,64.0,3.2,0.696,1.2,3.0,0.9,1.2,0.0,0.0,0.0,0.391,0.529,119.0,12.9,0.707,5.3,9.9,2.3,3.2,,,0.421
668,668,/players/c/calveer01.html,Ernie Calverley,1947,1949,G,Rhode Island,5-10,145.0,"January 30, 1924",0.291,165.0,11.9,0.707,4.6,16.0,2.6,3.7,,,,,,,,,,,,,,,
669,669,/players/c/calvima01.html,Mack Calvin,1970,1981,G,USC,6-0,165.0,"July 27, 1947",0.447,755.0,16.1,0.863,5.3,11.8,5.5,6.4,0.1,0.4,0.245,0.451,0.468,52.0,12.3,0.723,4.5,9.6,3.3,4.5,,,
670,670,/players/c/cambrde01.html,Dexter Cambridge,1993,1993,F,Texas,6-7,224.0,"January 29, 1970",0.484,53.0,7.0,0.687,2.8,5.9,1.3,1.9,0.0,0.1,0.0,0.484,0.522,51.0,15.7,0.711,6.0,11.4,3.3,4.6,0.5,1.8,0.293
671,671,/players/c/cambyma01.html,Marcus Camby,1997,2013,C-F,UMass,6-11,220.0,"March 22, 1974",0.466,973.0,9.5,0.67,3.9,8.3,1.8,2.6,0.0,0.1,0.205,0.468,0.501,92.0,15.1,0.661,5.9,11.7,3.3,5.1,0.0,0.1,0.077
673,673,/players/c/campbel01.html,Elden Campbell,1991,2005,C,Clemson,6-11,215.0,"July 23, 1968",0.46,1044.0,10.3,0.699,3.9,8.5,2.6,3.7,0.0,0.0,0.054,0.46,0.562,123.0,15.3,0.641,6.1,10.9,3.0,4.7,0.0,0.1,0.3
674,674,/players/c/campbto01.html,Tony Campbell,1985,1995,F-G,Ohio State,6-7,215.0,"May 7, 1962",0.456,690.0,11.6,0.79,4.6,10.1,2.3,2.9,0.1,0.4,0.254,0.46,0.482,104.0,14.7,0.798,5.7,11.8,3.4,4.2,,,0.0
675,675,/players/c/canaais01.html,Isaiah Canaan,2014,2019,G,Murray State,6-0,201.0,"May 21, 1991",0.371,235.0,8.1,0.836,2.6,7.1,1.3,1.6,1.6,4.4,0.351,0.481,0.45,132.0,15.5,0.803,4.8,10.7,3.6,4.5,2.3,5.5,0.419
677,677,/players/c/cannade01.html,Devin Cannady,2021,2021,G,Princeton,6-2,183.0,"May 21, 1996",0.393,8.0,4.3,0.857,1.4,3.5,0.8,0.9,0.8,2.0,0.375,0.5,0.441,104.0,14.6,0.896,4.6,10.5,2.7,3.1,2.6,6.4,0.403
678,678,/players/c/cannola01.html,Larry Cannon,1970,1974,G,La Salle,6-4,195.0,"April 12, 1947",0.411,213.0,16.6,0.76,6.0,14.7,4.5,5.9,0.1,0.6,0.257,0.415,0.452,75.0,19.1,0.698,7.5,16.7,4.0,5.7,,,
680,680,/players/c/caracde01.html,Derrick Caracter,2011,2011,F,"Louisville, Texas-El Paso",6-9,275.0,"May 4, 1988",0.485,41.0,2.0,0.739,0.8,1.6,0.4,0.6,0.0,0.0,,0.485,0.563,79.0,10.3,0.628,4.0,7.1,2.2,3.6,0.1,0.2,0.313
681,681,/players/c/cardfr01.html,Frank Card,1969,1973,F,South Carolina State,6-7,195.0,"December 28, 1944",0.461,306.0,9.5,0.632,3.6,7.9,2.2,3.4,0.0,0.1,0.176,0.461,,,,,,,,,,,
682,682,/players/c/cardibr01.html,Brian Cardinal,2001,2012,F,Purdue,6-8,245.0,"May 2, 1977",0.408,456.0,4.6,0.861,1.5,3.6,1.2,1.4,0.5,1.4,0.372,0.482,0.461,132.0,12.0,0.761,3.8,8.1,3.5,4.6,1.0,2.7,0.365
683,683,/players/c/careyve01.html,Vernon Carey,2021,2022,C,Duke,6-9,270.0,"February 25, 2001",0.486,20.0,2.3,0.818,0.9,1.9,0.5,0.6,0.1,0.4,0.143,0.5,0.577,31.0,17.8,0.67,6.4,11.1,4.7,7.0,0.3,0.7,0.381
684,684,/players/c/carlho01.html,Howie Carl,1962,1962,G,DePaul,5-9,160.0,"June 7, 1938",0.333,31.0,5.5,0.706,2.2,6.5,1.2,1.6,,,,,,,,,,,,,,,
685,685,/players/c/carlich01.html,Chet Carlisle,1947,1947,F-C,California,6-5,195.0,"November 2, 1916",0.268,51.0,5.0,0.609,2.0,7.3,1.1,1.8,,,,,,,,,,,,,,,
686,686,/players/c/carlige01.html,Geno Carlisle,2005,2005,G,"Northwestern, California",6-3,180.0,"August 13, 1976",0.667,6.0,1.3,0.667,0.3,0.5,0.7,1.0,0.0,0.0,,0.667,0.396,108.0,16.3,0.766,5.3,13.4,3.8,5.0,1.8,5.2,0.346
687,687,/players/c/carliri01.html,Rick Carlisle,1985,1990,G,"University of Maine, Virginia",6-5,210.0,"October 27, 1959",0.422,188.0,2.2,0.775,0.9,2.2,0.3,0.4,0.1,0.3,0.229,0.435,0.532,123.0,12.5,0.801,4.9,9.1,2.8,3.4,,,
688,688,/players/c/carlodo01.html,Don Carlos,1969,1969,G-F,Otterbein College,6-5,210.0,"March 3, 1944",0.41,56.0,11.2,0.756,3.7,9.0,3.8,5.1,0.0,0.1,0.0,0.41,,,,,,,,,,,
689,689,/players/c/carlsal01.html,Al Carlson,1976,1976,C,Oregon,6-11,235.0,"September 17, 1951",0.342,28.0,2.6,0.621,1.0,2.8,0.6,1.0,,,,,,,,,,,,,,,
690,690,/players/c/carlsdo01.html,Don Carlson,1947,1951,G-F,Minnesota,6-0,170.0,"March 22, 1919",0.33,180.0,8.0,0.623,3.3,10.1,1.4,2.2,,,,,,,,,,,,,,,
691,691,/players/c/carnebo01.html,Bob Carney,1955,1955,G,Bradley,6-3,170.0,"August 3, 1932",0.375,19.0,3.6,0.525,1.3,3.4,1.1,2.1,,,,,,,,,,,,,,,
692,692,/players/c/carnero01.html,Rodney Carney,2007,2011,F,Memphis,6-7,205.0,"April 15, 1984",0.422,299.0,5.9,0.704,2.3,5.3,0.8,1.1,0.7,2.0,0.338,0.485,0.415,133.0,14.3,0.717,5.0,11.9,2.2,3.1,2.2,6.0,0.362
693,693,/players/c/carpebo01.html,Bob Carpenter,1950,1951,F-C,Texas A&M University-Commerce,6-5,200.0,"November 6, 1917",0.337,122.0,7.7,0.768,2.6,7.8,2.4,3.1,,,,,,,,,,,,,,,
694,694,/players/c/carran01.html,Antoine Carr,1985,2000,F-C,Wichita State,6-9,225.0,"July 23, 1961",0.503,987.0,9.3,0.78,3.7,7.4,1.9,2.4,0.0,0.0,0.13,0.503,0.557,112.0,17.0,0.746,6.8,12.2,3.4,4.6,,,0.6
695,695,/players/c/carrau01.html,Austin Carr,1972,1981,G,Notre Dame,6-4,200.0,"March 10, 1948",0.449,682.0,15.4,0.804,6.4,14.2,2.6,3.2,0.0,0.1,0.154,0.449,0.528,74.0,34.6,0.814,13.7,26.0,7.1,8.7,,,
696,696,/players/c/carrch01.html,Chris Carr,1996,2001,G,Southern Illinois,6-5,207.0,"March 12, 1974",0.416,297.0,6.7,0.807,2.5,5.9,1.2,1.5,0.5,1.6,0.338,0.462,0.503,93.0,13.5,0.761,4.9,9.8,2.9,3.8,0.7,1.9,0.358
697,697,/players/c/carrco01.html,Cory Carr,1999,1999,G,Texas Tech,6-3,210.0,"December 5, 1975",0.329,42.0,4.1,0.75,1.7,5.1,0.6,0.8,0.1,0.7,0.167,0.34,0.428,115.0,16.6,0.797,5.5,12.8,3.3,4.2,2.3,6.2,0.366
698,698,/players/c/carrke01.html,Kenny Carr,1978,1987,F,NC State,6-7,220.0,"August 15, 1955",0.51,674.0,11.6,0.684,4.5,8.9,2.5,3.7,0.0,0.1,0.079,0.51,0.516,86.0,20.6,0.681,8.3,16.0,4.1,6.0,,,
699,699,/players/c/carrml01.html,M.L. Carr,1976,1985,F-G,Guilford College,6-6,205.0,"January 9, 1951",0.472,678.0,10.0,0.737,4.0,8.5,1.9,2.6,0.1,0.4,0.275,0.476,,,,,,,,,,,
700,700,/players/c/carrida01.html,Darel Carrier,1968,1973,G,Western Kentucky,6-3,185.0,"October 26, 1940",0.417,350.0,20.0,0.851,7.0,16.8,4.9,5.8,1.1,3.0,0.377,0.451,0.436,69.0,19.1,0.756,7.4,17.0,4.3,5.6,,,
701,701,/players/c/carribo01.html,Bob Carrington,1978,1980,G-F,Boston College,6-6,195.0,"July 3, 1953",0.428,82.0,8.2,0.76,3.3,7.6,1.7,2.2,0.0,0.2,0.0,0.428,0.517,94.0,19.7,0.672,8.3,16.0,3.1,4.6,,,
702,702,/players/c/carrode01.html,DeMarre Carroll,2010,2020,F,"Vanderbilt, Missouri",6-6,215.0,"July 27, 1986",0.43,578.0,8.9,0.741,3.1,7.3,1.5,2.1,1.1,3.2,0.358,0.508,0.535,134.0,11.2,0.603,4.5,8.4,2.1,3.5,0.2,0.7,0.281
703,703,/players/c/carrojo01.html,Joe Barry Carroll,1981,1991,C-F,Purdue,7-0,225.0,"July 24, 1958",0.474,705.0,17.7,0.747,7.1,15.0,3.4,4.6,0.0,0.0,0.0,0.474,0.546,123.0,17.7,0.651,7.1,13.0,3.5,5.3,,,
704,704,/players/c/carroma01.html,Matt Carroll,2004,2013,G,Notre Dame,6-6,212.0,"August 28, 1980",0.413,459.0,6.6,0.841,2.2,5.4,1.3,1.6,0.7,2.0,0.384,0.482,0.445,133.0,13.9,0.825,4.7,10.6,2.2,2.7,2.3,5.7,0.395
705,705,/players/c/carruji01.html,Jimmy Carruth,1997,1997,C-F,Virginia Tech,6-10,265.0,"November 4, 1969",0.667,4.0,1.3,1.0,0.5,0.8,0.3,0.3,0.0,0.0,,0.667,0.455,103.0,4.0,0.452,1.6,3.5,0.9,1.9,0.0,0.0,
706,706,/players/c/cartean01.html,Anthony Carter,2000,2012,G,Hawaii,6-1,190.0,"June 16, 1975",0.404,623.0,4.8,0.706,2.0,4.9,0.7,1.0,0.2,0.7,0.25,0.423,0.474,58.0,18.4,0.714,6.9,14.6,3.4,4.8,1.1,3.4,0.33
707,707,/players/c/cartebu01.html,Butch Carter,1981,1986,G,Indiana,6-5,180.0,"June 11, 1958",0.475,361.0,8.7,0.788,3.6,7.5,1.4,1.8,0.1,0.5,0.307,0.485,0.511,114.0,6.6,0.728,2.6,5.1,1.4,2.0,,,
708,708,/players/c/cartefr01.html,Fred Carter,1970,1977,G-F,Mount St. Mary's University,6-3,185.0,"February 14, 1945",0.425,611.0,15.2,0.693,6.4,15.1,2.4,3.4,,,,,,,,,,,,,,,
709,709,/players/c/cartege01.html,George Carter,1968,1976,F-G,St. Bonaventure,6-4,210.0,"January 10, 1944",0.445,479.0,18.1,0.813,6.8,15.3,4.4,5.4,0.1,0.3,0.301,0.449,0.446,68.0,19.4,0.694,7.5,16.9,4.4,6.4,,,
710,710,/players/c/carteho01.html,Howard Carter,1984,1985,G,LSU,6-5,215.0,"October 26, 1961",0.44,66.0,5.3,0.774,2.3,5.1,0.7,0.9,0.1,0.3,0.227,0.447,0.495,128.0,15.2,0.789,6.3,12.7,2.6,3.3,,,
711,711,/players/c/carteja01.html,Jake Carter,1950,1950,F-C,Texas A&M University-Commerce,6-4,195.0,"July 25, 1924",0.307,24.0,3.4,0.679,1.0,3.1,1.5,2.2,,,,,,,,,,,,,,,
712,712,/players/c/carteje01.html,Jevon Carter,2019,2022,G,West Virginia,6-1,200.0,"September 14, 1995",0.378,165.0,4.4,0.803,1.6,4.1,0.3,0.4,0.9,2.5,0.374,0.493,0.407,144.0,12.2,0.798,4.1,10.0,2.4,3.0,1.7,4.7,0.355
713,713,/players/c/cartema01.html,Maurice Carter,2004,2004,G,LSU,6-5,210.0,"October 12, 1976",0.314,10.0,4.2,0.8,1.1,3.5,1.6,2.0,0.4,1.1,0.364,0.371,0.415,108.0,12.0,0.688,4.2,10.1,2.1,3.1,1.5,4.1,0.354
714,714,/players/c/cartere01.html,Reggie Carter,1981,1982,G,"Hawaii, St. John's",6-3,175.0,"October 10, 1957",0.388,135.0,3.5,0.772,1.3,3.4,0.9,1.1,0.0,0.0,0.0,0.388,0.473,100.0,15.1,0.816,5.6,11.9,3.8,4.6,,,
715,715,/players/c/cartero01.html,Ron Carter,1979,1980,G,Virginia Military Institute,6-5,190.0,"August 31, 1956",0.429,59.0,3.0,0.623,1.2,2.7,0.6,1.0,0.0,0.0,,0.429,0.518,116.0,19.2,0.727,7.5,14.5,4.2,5.8,,,
716,716,/players/c/cartevi01.html,Vince Carter,1999,2020,G-F,UNC,6-6,220.0,"January 26, 1977",0.435,1541.0,16.7,0.798,6.0,13.8,3.1,3.9,1.5,4.0,0.371,0.489,0.547,103.0,12.3,0.705,4.7,8.5,2.0,2.8,1.0,2.6,0.368
717,717,/players/c/cartewe01.html,Wendell Carter,2019,2022,C,Duke,6-10,270.0,"April 16, 1999",0.507,150.0,11.1,0.747,4.3,8.4,2.3,3.1,0.3,1.0,0.273,0.522,0.561,37.0,13.5,0.738,4.8,8.6,3.4,4.5,0.5,1.2,0.413
718,718,/players/c/cartemi01.html,Michael Carter-Williams,2014,2021,G,Syracuse,6-5,190.0,"October 10, 1991",0.402,391.0,10.3,0.706,3.8,9.5,2.2,3.1,0.5,1.8,0.255,0.426,0.398,66.0,8.2,0.679,2.7,6.8,2.2,3.2,0.6,2.1,0.307
719,719,/players/c/cartwbi01.html,Bill Cartwright,1980,1995,C,San Francisco,7-1,245.0,"July 30, 1957",0.525,963.0,13.2,0.771,4.8,9.2,3.5,4.6,0.0,0.0,0.0,0.525,0.589,111.0,19.1,0.734,7.5,12.7,4.1,5.6,,,
720,720,/players/c/cartyja01.html,Jay Carty,1969,1969,F,Oregon State,6-8,220.0,"July 4, 1941",0.382,28.0,2.7,0.727,1.2,3.2,0.3,0.4,,,,,,,,,,,,,,,
721,721,/players/c/carusal01.html,Alex Caruso,2018,2022,G,Texas A&M,6-4,186.0,"February 28, 1994",0.431,192.0,6.0,0.728,2.1,4.9,1.1,1.5,0.7,1.9,0.379,0.506,0.455,137.0,8.0,0.685,2.8,6.1,1.7,2.5,0.7,2.0,0.34
722,722,/players/c/cashco01.html,Cornelius Cash,1977,1977,F,Bowling Green,6-8,215.0,"March 3, 1952",0.391,6.0,3.5,0.5,1.5,3.8,0.5,1.0,,,,,,,,,,,,,,,
723,723,/players/c/cashsa01.html,Sam Cash,1973,1973,F,"University of California, Riverside",6-8,230.0,"November 13, 1950",0.222,7.0,2.9,0.706,0.6,2.6,1.7,2.4,0.0,0.0,,0.222,,,,,,,,,,,
724,724,/players/c/cassesa01.html,Sam Cassell,1994,2008,G,Florida State,6-3,185.0,"November 18, 1969",0.454,993.0,15.7,0.861,5.7,12.6,3.6,4.2,0.7,2.0,0.331,0.48,0.478,66.0,18.3,0.734,6.7,13.9,3.4,4.6,1.6,4.5,0.366
726,726,/players/c/catchha01.html,Harvey Catchings,1975,1985,C-F,Hardin-Simmons University,6-9,218.0,"September 2, 1951",0.435,725.0,3.2,0.647,1.3,2.9,0.7,1.0,0.0,0.0,0.0,0.435,0.525,76.0,16.7,0.634,7.0,13.3,2.8,4.4,,,
727,727,/players/c/catlete01.html,Terry Catledge,1986,1993,F,University of South Alabama,6-8,220.0,"August 22, 1963",0.485,515.0,12.7,0.654,5.0,10.3,2.7,4.1,0.0,0.1,0.094,0.485,0.556,86.0,21.7,0.663,8.4,15.1,4.9,7.4,,,
728,728,/players/c/catlesi01.html,Sid Catlett,1972,1972,F,Notre Dame,6-6,230.0,"April 18, 1948",0.222,9.0,0.7,0.222,0.2,1.0,0.2,1.0,,,,,,,,,,,,,,,
729,729,/players/c/catoke01.html,Kelvin Cato,1998,2007,C,"University of South Alabama, Iowa State",6-11,255.0,"August 26, 1974",0.507,541.0,5.5,0.644,2.1,4.1,1.3,2.0,0.0,0.0,0.077,0.507,0.434,79.0,9.1,0.584,3.4,7.9,2.2,3.8,0.0,0.0,0.0
730,730,/players/c/cattabo01.html,Bobby Cattage,1982,1986,F,Auburn,6-9,250.0,"August 17, 1958",0.404,78.0,3.1,0.765,1.1,2.8,0.8,1.1,0.0,0.1,0.143,0.406,0.47,104.0,9.4,0.698,3.9,8.4,1.6,2.2,,,
731,731,/players/c/caulewi01.html,Willie Cauley-Stein,2016,2022,F-C,Kentucky,7-0,240.0,"August 18, 1993",0.544,410.0,8.9,0.612,3.8,6.9,1.4,2.2,0.0,0.1,0.161,0.545,0.593,105.0,8.0,0.508,3.3,5.6,1.4,2.8,0.0,0.0,
732,732,/players/c/caupatr01.html,Troy Caupain,2019,2019,G,Cincinnati,6-4,210.0,"November 29, 1995",0.5,4.0,2.5,,1.0,2.0,0.0,0.0,0.5,0.8,0.667,0.625,0.397,137.0,9.6,0.762,3.2,8.0,2.2,2.8,1.1,3.3,0.338
733,733,/players/c/causwdu01.html,Duane Causwell,1991,2001,C,Temple,7-0,240.0,"May 31, 1968",0.507,541.0,4.9,0.618,1.9,3.8,1.1,1.8,0.0,0.0,0.286,0.508,0.504,75.0,7.2,0.624,2.8,5.5,1.7,2.7,0.0,0.0,0.0
734,734,/players/c/cavanty01.html,Tyler Cavanaugh,2018,2019,F,George Washington,6-9,238.0,"February 9, 1994",0.432,50.0,3.8,0.826,1.4,3.2,0.4,0.5,0.7,1.9,0.351,0.534,0.446,137.0,12.6,0.82,4.0,8.9,3.5,4.3,1.1,3.0,0.372
735,735,/players/c/cavenro01.html,Ron Cavenall,1985,1989,C,Texas Southern,7-1,230.0,"April 30, 1959",0.337,58.0,1.4,0.545,0.5,1.5,0.4,0.8,0.0,0.0,,0.337,0.486,95.0,5.5,0.557,2.4,4.9,0.8,1.4,,,
736,736,/players/c/cebalce01.html,Cedric Ceballos,1991,2001,F,Cal State Fullerton,6-6,190.0,"August 2, 1969",0.5,609.0,14.3,0.753,5.6,11.2,2.7,3.6,0.4,1.2,0.309,0.518,0.463,58.0,22.1,0.671,8.4,18.2,4.5,6.7,0.8,2.7,0.305
737,737,/players/c/celesjo01.html,John Celestand,2000,2000,G,Villanova,6-4,178.0,"March 6, 1977",0.333,16.0,2.3,0.833,0.9,2.8,0.3,0.4,0.1,0.6,0.222,0.356,0.41,124.0,9.9,0.731,3.4,8.3,2.0,2.7,1.2,3.5,0.33
739,739,/players/c/chalmli01.html,Lionel Chalmers,2005,2005,G,Xavier,6-0,180.0,"November 10, 1980",0.336,36.0,3.1,0.625,1.2,3.5,0.4,0.7,0.3,1.4,0.245,0.384,0.425,123.0,12.7,0.716,4.2,9.8,2.4,3.4,1.9,5.1,0.372
740,740,/players/c/chalmma01.html,Mario Chalmers,2009,2018,G,Kansas,6-2,190.0,"May 19, 1986",0.417,646.0,8.9,0.793,3.0,7.2,1.7,2.2,1.2,3.3,0.351,0.498,0.486,110.0,12.2,0.767,4.0,8.3,2.5,3.2,1.6,3.9,0.419
741,741,/players/c/chambbi01.html,Bill Chamberlain,1973,1974,F,UNC,6-6,188.0,"December 16, 1949",0.41,78.0,5.3,0.652,2.2,5.3,1.0,1.5,0.0,0.2,0.25,0.413,,,,,,,,,,,
742,742,/players/c/chambwi01.html,Wilt Chamberlain,1960,1973,C,Kansas,7-1,275.0,"August 21, 1936",0.54,1045.0,30.1,0.511,12.1,22.5,5.8,11.4,,,,,0.47,48.0,29.9,0.619,10.5,22.3,8.9,14.4,,,
743,743,/players/c/chambje01.html,Jerry Chambers,1967,1974,F,Utah,6-5,185.0,"July 18, 1943",0.44,320.0,8.3,0.774,3.5,7.9,1.4,1.8,0.0,0.1,0.2,0.44,,,,,,,,,,,
744,744,/players/c/chambto01.html,Tom Chambers,1982,1998,F-C,Utah,6-10,220.0,"June 21, 1959",0.468,1107.0,18.1,0.807,6.7,14.2,4.6,5.7,0.2,0.7,0.307,0.476,0.553,116.0,14.6,0.665,6.0,10.8,2.7,4.1,,,
745,745,/players/c/champju01.html,Justin Champagnie,2022,2022,F,Pitt,6-6,200.0,"June 29, 2001",0.0,4.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,,0.0,0.446,53.0,14.7,0.745,5.4,12.2,2.8,3.8,1.1,3.8,0.28
746,746,/players/c/champmi01.html,Mike Champion,1989,1989,F,Gonzaga,6-10,230.0,"April 5, 1964",0.0,2.0,0.0,,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.44,96.0,3.9,0.647,1.6,3.7,0.7,1.1,,,0.0
748,748,/players/c/chandwi01.html,Wilson Chandler,2008,2020,F,DePaul,6-8,235.0,"May 10, 1987",0.443,676.0,12.5,0.77,4.8,10.9,1.6,2.0,1.3,3.8,0.341,0.502,0.445,59.0,12.9,0.659,5.1,11.4,2.0,3.0,0.8,2.6,0.303
749,749,/players/c/chanedo01.html,Don Chaney,1969,1980,G,Houston,6-5,210.0,"March 22, 1946",0.436,790.0,8.4,0.776,3.4,7.8,1.6,2.0,0.0,0.1,0.2,0.437,0.438,90.0,12.6,0.634,5.5,12.5,1.7,2.6,,,
750,750,/players/c/chanejo01.html,John Chaney,1950,1950,F-C,LSU,6-3,185.0,"February 29, 1920",0.291,16.0,4.4,0.69,1.6,5.4,1.3,1.8,,,,,,,,,,,,,,,
751,751,/players/c/chapmre01.html,Rex Chapman,1989,2000,G,Kentucky,6-4,185.0,"October 5, 1967",0.43,666.0,14.6,0.8,5.6,13.0,2.2,2.8,1.2,3.5,0.35,0.477,0.475,61.0,17.6,0.771,6.6,14.0,2.1,2.8,2.2,5.5,0.4
752,752,/players/c/chapmwa01.html,Wayne Chapman,1969,1972,G-F,Western Kentucky,6-6,190.0,"June 15, 1945",0.383,206.0,7.0,0.691,2.7,7.0,1.5,2.1,0.1,0.5,0.257,0.393,,,,,,,,,,,
753,753,/players/c/chapple01.html,Len Chappell,1963,1972,F-C,Wake Forest,6-8,240.0,"January 31, 1941",0.452,670.0,9.3,0.697,3.6,8.1,2.0,2.9,0.0,0.0,,0.452,,,,,,,,,,,
754,754,/players/c/charlke01.html,Ken Charles,1974,1978,G,Fordham,6-3,180.0,"July 10, 1951",0.441,322.0,8.5,0.789,3.4,7.6,1.8,2.3,,,,,,,,,,,,,,,
755,755,/players/c/charllo01.html,Lorenzo Charles,1986,1986,F,NC State,6-7,225.0,"November 25, 1963",0.557,36.0,3.4,0.667,1.4,2.4,0.7,1.0,0.0,0.0,,0.557,0.553,126.0,12.2,0.703,4.6,8.4,2.9,4.2,,,
756,756,/players/c/chealjo01.html,Joe Chealey,2019,2020,G,College of Charleston,6-3,190.0,"November 1, 1995",0.1,5.0,0.8,1.0,0.2,2.0,0.4,0.4,0.0,0.8,0.0,0.1,0.404,129.0,14.2,0.805,4.1,10.2,4.5,5.6,1.4,4.0,0.347
757,757,/players/c/cheanca01.html,Calbert Cheaney,1994,2006,G-F,Indiana,6-7,209.0,"July 17, 1971",0.466,825.0,9.5,0.691,4.1,8.8,1.1,1.6,0.2,0.8,0.298,0.48,0.559,132.0,19.8,0.79,7.7,13.8,3.3,4.1,1.1,2.6,0.438
758,758,/players/c/cheatzy01.html,Zylan Cheatham,2020,2020,F,"San Diego State, Arizona State",6-5,220.0,"November 17, 1995",0.667,4.0,3.0,,1.5,2.3,0.0,0.0,0.0,0.3,0.0,0.667,0.528,103.0,9.7,0.687,3.2,6.1,3.1,4.5,0.2,0.5,0.296
759,759,/players/c/cheekma01.html,Maurice Cheeks,1979,1993,G,West Texas A&M University,6-1,180.0,"September 8, 1956",0.523,1101.0,11.1,0.793,4.5,8.5,2.1,2.7,0.1,0.2,0.255,0.526,0.568,106.0,11.6,0.678,4.3,7.6,2.9,4.3,,,
